"","X","Date","Match_id","Season","Team","Opposition","Status","Venue","Round","results","Odds","line_Odds","Opp_Odds","Opp_lineOdds","Tips","Loss_prob","Win_Prob","Actual","Team_predicted","margin_estimate_1","margin_estimate_2","Tip_Outcome","Actual.Margin"
"192",192,"22/8/20",9984,2020,"Port Adelaide","Hawthorn","Home"," Adelaide","Round 13",999,1.14,-27.5,5.75,27.5,1,0.302667171,0.697332859,1,"Port Adelaide",26,14,1,10
"193",193,"22/8/20",9985,2020,"Fremantle","Sydney","Home"," Perth","Round 13",999,1.62,-7.5,2.3,7.5,1,0.465379655,0.534620345,1,"Fremantle",5,7,1,31
"194",194,"22/8/20",9986,2020,"Essendon","Richmond","Home"," TIO","Round 13",999,5.1,25.5,1.17,-25.5,0,0.716628134,0.283371836,0,"Richmond",-27,-25,1,-12
"195",195,"23/8/20",9987,2020,"Adelaide","Geelong","Home"," Adelaide","Round 13",999,9,37.5,1.06,-37.5,0,0.843762159,0.156237856,0,"Geelong",-43,-41,1,-28
"196",196,"23/8/20",9988,2020,"Brisbane","St Kilda","Home"," Gabba","Round 13",999,1.4,-15.5,2.95,15.5,1,0.407122821,0.59287715,1,"Brisbane",13,7,1,2
"197",197,"23/8/20",9989,2020,"West Coast","GWS","Home"," Perth","Round 13",999,1.3,-19.5,3.55,19.5,1,0.349228114,0.650771856,1,"West Coast",20,14,1,12
"198",198,"24/8/20",9990,2020,"Collingwood","North Melbourne","Home"," Gabba","Round 13",999,1.39,-15.5,3,15.5,1,0.379307598,0.620692372,1,"Collingwood",17,14,1,30
"199",199,"21/8/20",9982,2020,"Carlton","Gold Coast","Away"," TIO","Round 13",999,1.62,-7.5,2.3,7.5,1,0.484853983,0.515146017,1,"Carlton",3,7,1,33
"200",200,"22/8/20",9983,2020,"Melbourne","Western Bulldogs","Away"," Metricon","Round 13",999,1.78,-3.5,2.05,3.5,1,0.492011935,0.507987976,0,"Melbourne",2,7,0,-28
"201",201,"22/8/20",9984,2020,"Hawthorn","Port Adelaide","Away"," Adelaide","Round 13",999,5.75,27.5,1.14,-27.5,0,0.712049186,0.287950784,0,"Port Adelaide",-26,-25,1,-10
"202",202,"22/8/20",9985,2020,"Sydney","Fremantle","Away"," Perth","Round 13",999,2.3,7.5,1.62,-7.5,0,0.565584779,0.434415221,0,"Fremantle",-7,-2,1,-31
"203",203,"22/8/20",9986,2020,"Richmond","Essendon","Away"," TIO","Round 13",999,1.17,-25.5,5.1,25.5,1,0.300870061,0.699129879,1,"Richmond",27,14,1,12
"204",204,"23/8/20",9987,2020,"Geelong","Adelaide","Away"," Adelaide","Round 13",999,1.06,-37.5,9,37.5,1,0.137945324,0.862054706,1,"Geelong",48,37,1,28
"205",205,"23/8/20",9988,2020,"St Kilda","Brisbane","Away"," Gabba","Round 13",999,2.95,15.5,1.4,-15.5,0,0.610914648,0.389085323,0,"Brisbane",-13,-14,1,-2
"206",206,"23/8/20",9989,2020,"GWS","West Coast","Away"," Perth","Round 13",999,3.55,19.5,1.3,-19.5,0,0.683408916,0.316591084,0,"West Coast",-23,-15,1,-12
"207",207,"24/8/20",9990,2020,"North Melbourne","Collingwood","Away"," Gabba","Round 13",999,3,15.5,1.39,-15.5,0,0.625538766,0.374461234,0,"Collingwood",-15,-14,1,-30
"208",208,"27/8/20",9982,2020,"Hawthorn","Essendon","Home"," Adelaide","Round 14",999,2.25,6.5,1.65,-6.5,0,0.525993049,0.474006921,0,"Essendon",-2,-4,1,-16
"209",209,"27/8/20",9983,2020,"Richmond","West Coast","Home"," Metricon","Round 14",999,1.82,-2.5,2,2.5,1,0.491733015,0.508266926,1,"Richmond",2,2,1,27
"210",210,"28/8/20",9984,2020,"Western Bulldogs","Geelong","Home"," Metricon","Round 14",999,2.5,10.5,1.54,-10.5,0,0.595464408,0.404535562,0,"Geelong",-11,-4,1,-11
"211",211,"29/8/20",9985,2020,"Port Adelaide","Sydney","Home"," Adelaide","Round 14",999,1.16,-26.5,5.3,26.5,1,0.260626763,0.739373267,1,"Port Adelaide",32,28,1,26
"212",212,"29/8/20",9986,2020,"Fremantle","GWS","Home"," Perth","Round 14",999,2.4,8.5,1.58,-8.5,0,0.597235441,0.402764589,0,"GWS",-12,-4,1,-38
"213",213,"29/8/20",9987,2020,"Melbourne","St Kilda","Home"," TIO","Round 14",999,2.05,3.5,1.78,-3.5,0,0.515836656,0.484163314,1,"St Kilda",-1,-4,0,3
"214",214,"30/8/20",9988,2020,"Carlton","Collingwood","Home"," Gabba","Round 14",999,2.15,5.5,1.71,-5.5,0,0.546522498,0.453477502,0,"Collingwood",-5,-4,1,-24
"215",215,"30/8/20",9989,2020,"Gold Coast","North Melbourne","Home"," Metricon","Round 14",999,1.58,-8.5,2.4,8.5,1,0.392286867,0.607713103,1,"Gold Coast",15,14,1,63
"216",216,"27/8/20",9982,2020,"Essendon","Hawthorn","Away"," Adelaide","Round 14",999,1.65,-6.5,2.25,6.5,1,0.419577718,0.580422223,1,"Essendon",11,2,1,16
"217",217,"27/8/20",9983,2020,"West Coast","Richmond","Away"," Metricon","Round 14",999,2,2.5,1.82,-2.5,0,0.504674733,0.495325267,0,"Richmond",0,-3,1,-27
"218",218,"28/8/20",9984,2020,"Geelong","Western Bulldogs","Away"," Metricon","Round 14",999,1.54,-10.5,2.5,10.5,1,0.406698018,0.593302011,1,"Geelong",13,2,1,11
"219",219,"29/8/20",9985,2020,"Sydney","Port Adelaide","Away"," Adelaide","Round 14",999,5.3,26.5,1.16,-26.5,0,0.776559889,0.223440066,0,"Port Adelaide",-35,-23,1,-26
"220",220,"29/8/20",9986,2020,"GWS","Fremantle","Away"," Perth","Round 14",999,1.58,-8.5,2.4,8.5,1,0.388844997,0.611154974,1,"GWS",15,14,1,38
"221",221,"29/8/20",9987,2020,"St Kilda","Melbourne","Away"," TIO","Round 14",999,1.78,-3.5,2.05,3.5,1,0.452170223,0.547829807,0,"St Kilda",7,2,0,-3
"222",222,"30/8/20",9988,2020,"Collingwood","Carlton","Away"," Gabba","Round 14",999,1.71,-5.5,2.15,5.5,1,0.4832322,0.5167678,1,"Collingwood",3,2,1,24
"223",223,"30/8/20",9989,2020,"North Melbourne","Gold Coast","Away"," Metricon","Round 14",999,2.4,8.5,1.58,-8.5,0,0.598680019,0.401319981,0,"Gold Coast",-12,-4,1,-63
"224",224,"1/9/20",9982,2020,"Hawthorn","Adelaide","Home","Adelaide","Round 15",999,1.39,-14.5,3.1,14.5,1,0.38,0.62,0,"Hawthorn",17,NA,0,-35
"225",225,"1/9/20",9983,2020,"West Coast","Essendon","Home","Gabba","Round 15",999,1.39,-13.5,3.1,13.5,1,0.33,0.67,1,"West Coast",23,NA,1,15
"226",226,"2/9/20",9984,2020,"Richmond","Fremantle","Home","Metricon","Round 15",999,1.08,-29.5,8.5,29.5,1,0.25,0.75,1,"Richmond",33,NA,1,27
"227",227,"3/9/20",9985,2020,"Sydney","Melbourne","Home","Cazaly's","Round 15",999,4.05,19.5,1.26,-19.5,0,0.65,0.35,0,"Melbourne",-19,NA,1,21
"228",228,"3/9/20",9986,2020,"GWS","Carlton","Home","Metricon","Round 15",999,1.45,-12.5,2.86,12.5,1,0.41,0.59,1,"GWS",12,NA,1,9
"229",229,"4/9/20",9987,2020,"Brisbane","Collingwood","Home","Gabba","Round 15",999,1.37,-15.5,3.2,15.5,1,0.37,0.63,1,"Brisbane",17,NA,1,8
"230",230,"5/9/20",9988,2020,"North Melbourne","Port Adelaide","Home","Metricon","Round 16",999,7.5,32.5,1.09,-32.5,0,0.705275059,0.294724911,1,"Port Adelaide",-25,-27,0,-36
"231",231,"6/9/20",9983,2020,"St Kilda","Hawthorn","Home","Metricon","Round 16",999,1.26,-20.5,3.9,20.5,1,0.309127212,0.690872729,1,"St Kilda",26,11,1,14
"232",232,"6/9/20",9984,2020,"Geelong","Essendon","Home","Gabba","Round 16",999,1.31,-18.5,3.5,18.5,1,0.325636446,0.674363554,1,"Geelong",23,11,1,66
"233",233,"3/9/20",9985,2020,"Western Bulldogs","West Coast","Home","Metricon","Round 16",999,2.4,8.5,1.58,-8.5,1,0.467062175,0.532937765,1,"Western Bulldogs",5,1,1,2
"234",234,"7/9/20",9986,2020,"Melbourne","Fremantle","Home","Cazaly's","Round 16",999,1.6,-7.5,2.3,7.5,1,0.389065653,0.610934317,0,"Melbourne",15,12,0,-14
"235",235,"8/9/20",9987,2020,"Adelaide","GWS","Home","Adelaide","Round 16",999,3.6,19.5,1.28,-19.5,0,0.618327379,0.381672651,0,"GWS",-14,-16,1,12
"236",236,"8/9/20",9988,2020,"Carlton","Sydney","Home","Metricon","Round 16",999,1.54,-9.5,2.45,9.5,1,0.382709235,0.617290795,1,"Carlton",16,12,1,5
"237",237,"9/9/20",9989,2020,"Brisbane","Gold Coast","Home","Gabba","Round 16",999,1.3,-21,3.45,21,1,0.254385829,0.745614171,1,"Brisbane",33,20,1,45
"238",238,"5/9/20",9982,2020,"Port Adelaide","North Melbourne","Away","Metricon","Round 16",999,1.09,-32.5,7.5,32.5,1,0.214126632,0.785873353,1,"Port Adelaide",38,20,1,36
"239",239,"6/9/20",9983,2020,"Hawthorn","St Kilda","Away","Metricon","Round 16",999,3.9,20.5,1.26,-20.5,0,0.654017508,0.345982432,1,"St Kilda",-19,-16,0,-14
"240",240,"6/9/20",9984,2020,"Essendon","Geelong","Away","Gabba","Round 16",999,3.5,18.5,1.31,-18.5,0,0.642267764,0.357732236,1,"Geelong",-17,-17,0,-66
"241",241,"3/9/20",9985,2020,"West Coast","Western Bulldogs","Away","Metricon","Round 16",999,1.58,-8.5,2.4,8.5,1,0.38297233,0.61702764,0,"West Coast",16,11,0,-2
"242",242,"7/9/20",9986,2020,"Fremantle","Melbourne","Away","Cazaly's","Round 16",999,2.3,7.5,1.6,-7.5,0,0.533094227,0.466905802,0,"Melbourne",-3,-8,1,14
"243",243,"8/9/20",9987,2020,"GWS","Adelaide","Away","Adelaide","Round 16",999,1.28,-19.5,3.6,19.5,1,0.319047332,0.680952728,0,"GWS",24,12,0,-12
"244",244,"8/9/20",9988,2020,"Sydney","Carlton","Away","Metricon","Round 16",999,2.45,9.5,1.54,-9.5,0,0.529869676,0.470130354,1,"Carlton",-3,-8,0,-5
"245",245,"9/9/20",9989,2020,"Gold Coast","Brisbane","Away","Gabba","Round 16",999,3.45,21,1.3,-21,0,0.695006728,0.304993302,1,"Brisbane",-24,-17,0,-45
"246",246,"10/9/20",9982,2020,"St Kilda","West Coast","Home","Gabba","Round 17",999,1.65,-6.5,2.25,6.5,1,0.416487068,0.583512902,0,"St Kilda",12,4,0,-15
"247",247,"11/9/20",9983,2020,"Geelong","Richmond","Home","Metricon","Round 17",999,1.65,-4.5,2.25,4.5,1,0.431678772,0.568321228,0,"Geelong",10,4,0,-26
"248",248,"12/9/20",9984,2020,"North Melbourne","Fremantle","Home","Metricon","Round 17",999,2.5,9.5,1.54,-9.5,0,0.551196098,0.448803961,0,"Fremantle",-6,-5,1,-64
"249",249,"12/9/20",9985,2020,"Port Adelaide","Essendon","Home","Adelaide","Round 17",999,1.12,-29.5,6.5,29.5,1,0.195460036,0.804539919,1,"Port Adelaide",40,35,1,50
"250",250,"12/9/20",9986,2020,"GWS","Melbourne","Home","Gabba","Round 17",999,1.71,-5.5,2.15,5.5,1,0.451445699,0.548554301,0,"GWS",7,4,0,-5
"251",251,"13/9/20",9987,2020,"Carlton","Adelaide","Home","Metricon","Round 17",999,1.45,-13.5,2.75,13.5,1,0.382183641,0.617816389,0,"Carlton",16,13,0,-16
"252",252,"13/9/20",9988,2020,"Hawthorn","Western Bulldogs","Home","Adelaide","Round 17",999,3.5,18.5,1.29,-18.5,0,0.690852702,0.309147269,0,"Western Bulldogs",-24,-13,1,-36
"253",253,"13/9/20",9989,2020,"Sydney","Brisbane","Home","Cazaly's","Round 17",999,3.06,15.5,1.36,-15.5,0,0.610497117,0.389502913,0,"Brisbane",-13,-14,1,-32
"254",254,"14/9/20",9990,2020,"Collingwood","Gold Coast","Home","Gabba","Round 17",999,1.3,-18.5,3.45,18.5,1,0.329095602,0.670904458,1,"Collingwood",23,13,1,22
"255",255,"10/9/20",9982,2020,"West Coast","St Kilda","Away","Gabba","Round 17",999,2.25,6.5,1.65,-6.5,0,0.57158047,0.42841956,1,"St Kilda",-8,-5,0,15
"256",256,"11/9/20",9983,2020,"Richmond","Geelong","Away","Metricon","Round 17",999,2.25,4.5,1.65,-4.5,0,0.556137979,0.443861991,1,"Geelong",-6,-6,0,26
"257",257,"12/9/20",9984,2020,"Fremantle","North Melbourne","Away","Metricon","Round 17",999,1.54,-9.5,2.5,9.5,1,0.404539496,0.595460474,1,"Fremantle",13,4,1,64
"258",258,"12/9/20",9985,2020,"Essendon","Port Adelaide","Away","Adelaide","Round 17",999,6.5,29.5,1.12,-29.5,0,0.81004703,0.18995294,0,"Port Adelaide",-39,-34,1,-50
"259",259,"12/9/20",9986,2020,"Melbourne","GWS","Away","Gabba","Round 17",999,2.15,5.5,1.71,-5.5,0,0.543822646,0.456177384,1,"GWS",-5,-5,0,5
"260",260,"13/9/20",9987,2020,"Adelaide","Carlton","Away","Metricon","Round 17",999,2.75,13.5,1.45,-13.5,0,0.602326632,0.397673368,1,"Carlton",-12,-13,0,16
"261",261,"13/9/20",9988,2020,"Western Bulldogs","Hawthorn","Away","Adelaide","Round 17",999,1.29,-18.5,3.5,18.5,1,0.348757118,0.651242912,1,"Western Bulldogs",21,13,1,36
"262",262,"13/9/20",9989,2020,"Brisbane","Sydney","Away","Cazaly's","Round 17",999,1.36,-15.5,3.06,15.5,1,0.378342301,0.621657729,1,"Brisbane",17,13,1,32
"263",263,"14/9/20",9990,2020,"Gold Coast","Collingwood","Away","Gabba","Round 17",999,3.45,18.5,1.3,-18.5,0,0.686653137,0.313346833,0,"Collingwood",-23,-14,1,-22
"264",264,"2020-09-17",9982,2020,"North Melbourne","West Coast","Home","Metricon","Round 18",999,7,30.5,1.1,-30.5,0,0.801323473453522,0.198676556348801,NA,"West Coast",-38,-40,NA,NA
"265",265,"2020-09-18",9983,2020,"St Kilda","GWS","Home","Gabba","Round 18",999,1.8,-1.5,2,1.5,1,0.44028976559639,0.559710264205933,NA,"St Kilda",9,7,NA,NA
"266",266,"2020-09-19",9984,2020,"Essendon","Melbourne","Home","Metricon","Round 18",999,2.6,11.5,1.5,-11.5,0,0.591234505176544,0.408765554428101,NA,"Melbourne",-11,-5,NA,NA
"267",267,"2020-09-19",9985,2020,"Adelaide","Richmond","Home","Adelaide","Round 18",999,3.95,21.5,1.24,-21.5,0,0.673020243644714,0.326979726552963,NA,"Richmond",-21,-14,NA,NA
"268",268,"2020-09-19",9986,2020,"Brisbane","Carlton","Home","Gabba","Round 18",999,1.18,-26.5,5,26.5,1,0.322491973638535,0.677508056163788,NA,"Brisbane",24,14,NA,NA
"269",269,"2020-09-20",9987,2020,"Hawthorn","Gold Coast","Home","Adelaide","Round 18",999,2.15,5.5,1.71,-5.5,0,0.577167093753815,0.422832846641541,NA,"Gold Coast",-9,-5,NA,NA
"270",270,"2020-09-20",9988,2020,"Sydney","Geelong","Home","Metricon","Round 18",999,5,26.5,1.18,-26.5,0,0.708739697933197,0.291260331869125,NA,"Geelong",-26,-24,NA,NA
"271",271,"2020-09-20",9989,2020,"Fremantle","Western Bulldogs","Home","Cazaly's","Round 18",999,2.86,13.5,1.4,-13.5,0,0.641282916069031,0.358717083930969,NA,"Western Bulldogs",-17,-14,NA,NA
"272",272,"2020-09-21",9990,2020,"Collingwood","Port Adelaide","Home","Gabba","Round 18",999,2.26,7.5,1.62,-7.5,0,0.599510014057159,0.400489985942841,NA,"Port Adelaide",-12,-4,NA,NA
"273",273,"2020-09-17",9982,2020,"West Coast","North Melbourne","Away","Metricon","Round 18",999,1.1,-30.5,7,30.5,1,0.205956697463989,0.794043302536011,NA,"West Coast",39,27,NA,NA
"274",274,"2020-09-18",9983,2020,"GWS","St Kilda","Away","Gabba","Round 18",999,2,1.5,1.8,-1.5,0,0.555941700935364,0.444058328866959,NA,"St Kilda",-6,-4,NA,NA
"275",275,"2020-09-19",9984,2020,"Melbourne","Essendon","Away","Metricon","Round 18",999,1.5,-11.5,2.6,11.5,1,0.400214612483978,0.599785387516022,NA,"Melbourne",14,7,NA,NA
"276",276,"2020-09-19",9985,2020,"Richmond","Adelaide","Away","Adelaide","Round 18",999,1.24,-21.5,3.95,21.5,1,0.342507213354111,0.657492756843567,NA,"Richmond",21,14,NA,NA
"277",277,"2020-09-19",9986,2020,"Carlton","Brisbane","Away","Gabba","Round 18",999,5,26.5,1.18,-26.5,0,0.705451965332031,0.294548064470291,NA,"Brisbane",-26,-25,NA,NA
"278",278,"2020-09-20",9987,2020,"Gold Coast","Hawthorn","Away","Adelaide","Round 18",999,1.71,-5.5,2.15,5.5,1,0.413714438676834,0.586285591125488,NA,"Gold Coast",12,7,NA,NA
"279",279,"2020-09-20",9988,2020,"Geelong","Sydney","Away","Metricon","Round 18",999,1.18,-26.5,5,26.5,1,0.29445344209671,0.70554655790329,NA,"Geelong",28,27,NA,NA
"280",280,"2020-09-20",9989,2020,"Western Bulldogs","Fremantle","Away","Cazaly's","Round 18",999,1.4,-13.5,2.86,13.5,1,0.414915770292282,0.585084199905396,NA,"Western Bulldogs",12,6,NA,NA
"281",281,"2020-09-21",9990,2020,"Port Adelaide","Collingwood","Away","Gabba","Round 18",999,1.62,-7.5,2.26,7.5,1,0.415690243244171,0.584309756755829,NA,"Port Adelaide",12,7,NA,NA
"282",NA,"2020-10-24",9982,2020,"Richmond","Geelong","Home","Gabba","Round 22",999,1.87,-1.5,2,1.5,1,0.438890248537064,0.561109781265259,NA,"Richmond",9,3,NA,NA
"283",NA,"2020-10-24",9982,2020,"Geelong","Richmond","Away","Gabba","Round 22",999,2,1.5,1.87,-1.5,1,0.440637618303299,0.559362351894379,NA,"Geelong",9,3,NA,NA
